cell_id,developmental_age,cell_type
SRR13524513,E16.5,sgn
SRR13524511,E16.5,sgn
SRR13524509,E16.5,sgn
SRR13524516,E16.5,sgn
SRR13524517,E16.5,sgn
SRR13524514,E16.5,sgn
SRR13524518,E16.5,sgn
SRR13524520,E16.5,sgn
SRR13524522,E16.5,sgn
SRR13524521,E16.5,sgn
SRR13524519,E16.5,sgn
SRR13524523,E16.5,sgn
SRR13524524,E16.5,sgn
SRR13524526,E16.5,sgn
SRR13524525,E16.5,sgn
SRR13524527,E16.5,sgn
SRR13524528,E16.5,sgn
SRR13524532,E16.5,sgn
SRR13524530,E16.5,sgn
SRR13524531,E16.5,sgn
SRR13524529,E16.5,sgn
SRR13524533,E16.5,sgn
SRR13524534,E16.5,sgn
SRR13524537,E16.5,sgn
SRR13524536,E16.5,sgn
SRR13524535,E16.5,sgn
SRR13524538,E16.5,sgn
SRR13524541,E16.5,sgn
SRR13524542,E16.5,sgn
SRR13524540,E16.5,sgn
SRR13524544,E16.5,sgn
SRR13524539,E16.5,sgn
SRR13524546,E16.5,sgn
SRR13524545,E16.5,sgn
SRR13524547,E16.5,sgn
SRR13524543,E16.5,sgn
SRR13524548,E16.5,sgn
SRR13524552,E16.5,sgn
SRR13524550,E16.5,sgn
SRR13524551,E16.5,sgn
SRR13524549,E16.5,sgn
SRR13524553,E16.5,sgn
SRR13524556,E16.5,sgn
SRR13524554,E16.5,sgn
SRR13524555,E16.5,sgn
SRR13524557,E16.5,sgn
SRR13524558,E16.5,sgn
SRR13524559,E16.5,sgn
SRR13524562,E16.5,sgn
SRR13524561,E16.5,sgn
SRR13524560,E16.5,sgn
SRR13524563,E16.5,sgn
SRR13524564,E16.5,sgn
SRR13524566,E16.5,sgn
SRR13524567,E18.5,sgn
SRR13524565,E16.5,sgn
SRR13524569,E18.5,sgn
SRR13524571,E18.5,sgn
SRR13524573,E18.5,sgn
SRR13524575,E18.5,sgn
SRR13524572,E18.5,sgn
SRR13524574,E18.5,sgn
SRR13524570,E18.5,sgn
SRR13524576,E18.5,sgn
SRR13524577,E18.5,sgn
SRR13524580,E18.5,sgn
SRR13524581,E18.5,sgn
SRR13524584,E18.5,sgn
SRR13524585,E18.5,sgn
SRR13524586,E18.5,sgn
SRR13524583,E18.5,sgn
SRR13524582,E18.5,sgn
SRR13524588,E18.5,sgn
SRR13524587,E18.5,sgn
SRR13524591,E18.5,sgn
SRR13524592,E18.5,sgn
SRR13524593,E18.5,sgn
SRR13524590,E18.5,sgn
SRR13524589,E18.5,sgn
SRR13524596,E18.5,sgn
SRR13524595,E18.5,sgn
SRR13524600,E18.5,sgn
SRR13524597,E18.5,sgn
SRR13524606,E18.5,sgn
SRR13524601,E18.5,sgn
SRR13524599,E18.5,sgn
SRR13524603,E18.5,sgn
SRR13524602,E18.5,sgn
SRR13524605,E18.5,sgn
SRR13524604,E18.5,sgn
SRR13524608,E18.5,sgn
SRR13524615,E18.5,sgn
SRR13524613,E18.5,sgn
SRR13524612,E18.5,sgn
SRR13524614,E18.5,sgn
SRR13524616,E18.5,sgn
SRR13524607,E18.5,sgn
SRR13524611,E18.5,sgn
SRR13524609,E18.5,sgn
SRR13524610,E18.5,sgn
SRR13524618,E18.5,sgn
SRR13524620,E18.5,sgn
SRR13524619,E18.5,sgn
SRR13524624,E18.5,sgn
SRR13524625,E18.5,sgn
SRR13524626,E18.5,sgn
SRR13524622,E18.5,sgn
SRR13524623,E18.5,sgn
SRR13524621,E18.5,sgn
SRR13524628,E18.5,sgn
SRR13524627,E18.5,sgn
SRR13524630,E18.5,sgn
SRR13524629,E18.5,sgn
SRR13524633,E18.5,sgn
SRR13524632,E18.5,sgn
SRR13524634,E18.5,sgn
SRR13524635,E18.5,sgn
SRR13524640,E18.5,sgn
SRR13524639,E18.5,sgn
SRR13524641,E18.5,sgn
SRR13524638,E18.5,sgn
SRR13524646,E18.5,sgn
SRR13524642,E18.5,sgn
SRR13524643,E18.5,sgn
SRR13524647,E18.5,sgn
SRR13524656,E18.5,sgn
SRR13524649,E18.5,sgn
SRR13524648,E18.5,sgn
SRR13524652,E18.5,sgn
SRR13524653,E18.5,sgn
SRR13524654,E18.5,sgn
SRR13524651,E18.5,sgn
SRR13524655,E18.5,sgn
SRR13524650,E18.5,sgn
SRR13524657,E18.5,sgn
SRR13524661,E18.5,sgn
SRR13524660,E18.5,sgn
SRR13524659,E18.5,sgn
SRR13524664,E18.5,sgn
SRR13524663,E18.5,sgn
SRR13524665,E18.5,sgn
SRR13524666,E18.5,sgn
SRR13524662,E18.5,sgn
SRR13524658,E18.5,sgn
SRR13524668,E18.5,sgn
SRR13524669,E18.5,sgn
SRR13524671,E18.5,sgn
SRR13524673,E18.5,sgn
SRR13524667,E18.5,sgn
SRR13524675,E18.5,sgn
SRR13524676,E18.5,sgn
SRR13524684,E18.5,sgn
SRR13524685,E18.5,sgn
SRR13524682,E18.5,sgn
SRR13524686,E18.5,sgn
SRR13524677,E18.5,sgn
SRR13524678,E18.5,sgn
SRR13524680,E18.5,sgn
SRR13524679,E18.5,sgn
SRR13524688,E18.5,sgn
SRR13524694,E18.5,sgn
SRR13524692,E18.5,sgn
SRR13524687,E18.5,sgn
SRR13524693,E18.5,sgn
SRR13524690,E18.5,sgn
SRR13524691,E18.5,sgn
SRR13524695,E18.5,sgn
SRR13524689,E18.5,sgn
SRR13524696,E18.5,sgn
SRR13524706,E18.5,sgn
SRR13524705,E18.5,sgn
SRR13524704,E18.5,sgn
SRR13524698,E18.5,sgn
SRR13524697,E18.5,sgn
SRR13524700,E18.5,sgn
SRR13524699,E18.5,sgn
SRR13524703,E18.5,sgn
SRR13524701,E18.5,sgn
SRR13524702,E18.5,sgn
SRR13524716,E18.5,sgn
SRR13524707,E18.5,sgn
SRR13524715,E18.5,sgn
SRR13524708,E18.5,sgn
SRR13524710,E18.5,sgn
SRR13524709,E18.5,sgn
SRR13524711,E18.5,sgn
SRR13524712,E18.5,sgn
SRR13524714,E18.5,sgn
SRR13524713,E18.5,sgn
SRR13524718,E18.5,sgn
SRR13524726,E18.5,sgn
SRR13524717,E18.5,sgn
SRR13524721,E18.5,sgn
SRR13524725,E18.5,sgn
SRR13524720,E18.5,sgn
SRR13524719,E18.5,sgn
SRR13524722,E18.5,sgn
SRR13524723,E18.5,sgn
SRR13524724,E18.5,sgn
SRR13524736,E18.5,sgn
SRR13524728,E18.5,sgn
SRR13524729,E18.5,sgn
SRR13524727,E18.5,sgn
SRR13524731,E18.5,sgn
SRR13524735,E18.5,sgn
SRR13524733,E18.5,sgn
SRR13524732,E18.5,sgn
SRR13524734,E18.5,sgn
SRR13524730,E18.5,sgn
SRR13524746,E18.5,sgn
SRR13524738,E18.5,sgn
SRR13524745,E18.5,sgn
SRR13524739,E18.5,sgn
SRR13524737,E18.5,sgn
SRR13524741,E18.5,sgn
SRR13524744,E18.5,sgn
SRR13524743,E18.5,sgn
SRR13524742,E18.5,sgn
SRR13524740,E18.5,sgn
SRR13524748,E18.5,sgn
SRR13524749,E18.5,sgn
SRR13524747,E18.5,sgn
SRR13524755,E18.5,sgn
SRR13524754,E18.5,sgn
SRR13524753,E18.5,sgn
SRR13524756,E18.5,sgn
SRR13524752,E18.5,sgn
SRR13524751,E18.5,sgn
SRR13524750,E18.5,sgn
SRR13524758,E18.5,sgn
SRR13524766,E18.5,sgn
SRR13524765,E18.5,sgn
SRR13524757,E18.5,sgn
SRR13524759,E18.5,sgn
SRR13524761,E18.5,sgn
SRR13524762,E18.5,sgn
SRR13524776,E18.5,sgn
SRR13524769,E18.5,sgn
SRR13524775,E18.5,sgn
SRR13524767,E18.5,sgn
SRR13524773,E18.5,sgn
SRR13524772,E18.5,sgn
SRR13524771,E18.5,sgn
SRR13524770,E18.5,sgn
SRR13524774,E18.5,sgn
SRR13524780,E18.5,sgn
SRR13524781,E18.5,sgn
SRR13524777,E18.5,sgn
SRR13524779,E18.5,sgn
SRR13524785,E18.5,sgn
SRR13524786,E18.5,sgn
SRR13524782,E18.5,sgn
SRR13524784,E18.5,sgn
SRR13524778,E18.5,sgn
SRR13524789,E18.5,sgn
SRR13524791,E18.5,sgn
SRR13524790,E18.5,sgn
SRR13524788,E18.5,sgn
SRR13524796,E18.5,sgn
SRR13524795,E18.5,sgn
SRR13524794,E18.5,sgn
SRR13524792,E18.5,sgn
SRR13524793,E18.5,sgn
SRR13524799,E18.5,sgn
SRR13524798,E18.5,sgn
SRR13524803,E18.5,sgn
SRR13524804,E18.5,sgn
SRR13524805,E18.5,sgn
SRR13524801,E18.5,sgn
SRR13524802,E18.5,sgn
SRR13524800,E18.5,sgn
SRR13524797,E18.5,sgn
SRR13524808,E18.5,sgn
SRR13524807,E18.5,sgn
SRR13524816,E18.5,sgn
SRR13524813,E18.5,sgn
SRR13524815,E18.5,sgn
SRR13524810,E18.5,sgn
SRR13524811,E18.5,sgn
SRR13524825,E18.5,sgn
SRR13524819,E18.5,sgn
SRR13524817,E18.5,sgn
SRR13524826,E18.5,sgn
SRR13524818,E18.5,sgn
SRR13524820,E18.5,sgn
SRR13524821,E18.5,sgn
SRR13524822,E18.5,sgn
SRR13524823,E18.5,sgn
SRR13524830,E18.5,sgn
SRR13524834,E18.5,sgn
SRR13524832,E18.5,sgn
SRR13524833,E18.5,sgn
SRR13524828,E18.5,sgn
SRR13524835,E18.5,sgn
SRR13524827,E18.5,sgn
SRR13524836,E18.5,sgn
SRR13524829,E18.5,sgn
SRR13524842,E18.5,sgn
SRR13524837,E18.5,sgn
SRR13524840,E18.5,sgn
SRR13524843,E18.5,sgn
SRR13524839,E18.5,sgn
SRR13524841,E18.5,sgn
SRR13524846,E18.5,sgn
SRR13524845,E18.5,sgn
SRR13524844,E18.5,sgn
SRR13524848,E18.5,sgn
SRR13524853,E18.5,sgn
SRR13524847,E18.5,sgn
SRR13524856,E18.5,sgn
SRR13524854,E18.5,sgn
SRR13524851,E18.5,sgn
SRR13524860,E18.5,sgn
SRR13524857,E18.5,sgn
SRR13524859,E18.5,sgn
SRR13524858,E18.5,sgn
SRR13524866,E18.5,sgn
SRR13524865,E18.5,sgn
SRR13524864,E18.5,sgn
SRR13524861,E18.5,sgn
SRR13524862,E18.5,sgn
SRR13524863,E18.5,sgn
SRR13524871,E18.5,sgn
SRR13524870,E18.5,sgn
SRR13524868,E18.5,sgn
SRR13524872,E18.5,sgn
SRR13524873,E18.5,sgn
SRR13524876,E18.5,sgn
SRR13524874,E18.5,sgn
SRR13524875,E18.5,sgn
SRR13524878,E18.5,sgn
SRR13524881,E18.5,sgn
SRR13524879,E18.5,sgn
SRR13524882,E18.5,sgn
SRR13524880,E18.5,sgn
SRR13524884,E18.5,sgn
SRR13524886,E18.5,sgn
SRR13524885,E18.5,sgn
SRR13524888,E18.5,sgn
SRR13524894,E18.5,sgn
SRR13524893,E18.5,sgn
SRR13524889,E18.5,sgn
SRR13524890,E18.5,sgn
SRR13524904,P3,sgn
SRR13524915,P3,sgn
SRR13524926,P3,sgn
SRR13524937,P3,sgn
SRR13524948,P3,sgn
SRR13524959,P3,sgn
SRR13524970,P3,sgn
SRR13524982,P3,sgn
SRR13524981,P3,sgn
SRR13524993,P3,sgn
SRR13524999,E16.5,sgn
SRR13525000,E16.5,sgn
SRR13525006,E16.5,sgn
SRR13525005,E16.5,sgn
SRR13525004,E16.5,sgn
SRR13525003,E16.5,sgn
SRR13525002,E16.5,sgn
SRR13525001,E16.5,sgn
SRR13525007,E16.5,sgn
SRR13525009,E16.5,sgn
SRR13525010,E16.5,sgn
SRR13525008,E16.5,sgn
SRR13525014,E16.5,sgn
SRR13525011,E16.5,sgn
SRR13525012,E16.5,sgn
SRR13525013,E16.5,sgn
SRR13525015,E16.5,sgn
SRR13525016,E16.5,sgn
SRR13525017,E16.5,sgn
SRR13525020,E16.5,sgn
SRR13525021,E16.5,sgn
SRR13525025,E16.5,sgn
SRR13525026,E16.5,sgn
SRR13525018,E16.5,sgn
SRR13525019,E16.5,sgn
SRR13525024,E16.5,sgn
SRR13525023,E16.5,sgn
SRR13525022,E16.5,sgn
SRR13525027,E16.5,sgn
SRR13525028,E16.5,sgn
SRR13525036,E16.5,sgn
SRR13525035,E16.5,sgn
SRR13525030,E16.5,sgn
SRR13525029,E16.5,sgn
SRR13525031,E16.5,sgn
SRR13525032,E16.5,sgn
SRR13525037,E16.5,sgn
SRR13525038,E16.5,sgn
SRR13525045,E16.5,sgn
SRR13525046,E16.5,sgn
SRR13525041,E16.5,sgn
SRR13525039,E16.5,sgn
SRR13525040,E16.5,sgn
SRR13525044,E16.5,sgn
SRR13525042,E16.5,sgn
SRR13525043,E16.5,sgn
SRR13525047,E16.5,sgn
SRR13525048,E16.5,sgn
SRR13525055,E16.5,sgn
SRR13525056,E16.5,sgn
SRR13525049,E16.5,sgn
SRR13525051,E16.5,sgn
SRR13525052,E16.5,sgn
SRR13525054,E16.5,sgn
SRR13525053,E16.5,sgn
SRR13525057,E16.5,sgn
SRR13525058,E16.5,sgn
SRR13525066,E16.5,sgn
SRR13525065,E16.5,sgn
SRR13525060,E16.5,sgn
SRR13525059,E16.5,sgn
SRR13525061,E16.5,sgn
SRR13525064,E16.5,sgn
SRR13525062,E16.5,sgn
SRR13525063,E16.5,sgn
SRR13525068,E16.5,sgn
SRR13525067,E16.5,sgn
SRR13525075,E16.5,sgn
SRR13525076,E16.5,sgn
SRR13525070,E16.5,sgn
SRR13525069,E16.5,sgn
SRR13525071,E16.5,sgn
SRR13525072,E16.5,sgn
SRR13525073,E16.5,sgn
SRR13525074,E16.5,sgn
SRR13525077,E16.5,sgn
SRR13525078,E16.5,sgn
SRR13525086,E16.5,sgn
SRR13525085,E16.5,sgn
SRR13525080,E16.5,sgn
SRR13525081,E16.5,sgn
SRR13525079,E16.5,sgn
SRR13525084,E16.5,sgn
SRR13525083,E16.5,sgn
SRR13525082,E16.5,sgn
SRR13525087,E16.5,sgn
SRR13525088,E16.5,sgn
SRR13525096,E16.5,sgn
SRR13525095,E16.5,sgn
SRR13525090,E16.5,sgn
SRR13525089,E16.5,sgn
SRR13525091,E16.5,sgn
SRR13525092,E16.5,sgn
SRR13525094,E16.5,sgn
SRR13525098,E16.5,sgn
SRR13525097,E16.5,sgn
SRR13525105,P3,sgn
SRR13525101,E16.5,sgn
SRR13525106,P3,sgn
SRR13525099,E16.5,sgn
SRR13525100,E16.5,sgn
SRR13525103,P3,sgn
SRR13525104,P3,sgn
SRR13525102,E16.5,sgn
SRR13525107,P3,sgn
SRR13525108,P3,sgn
SRR13525109,P3,sgn
SRR13525116,P3,sgn
SRR13525115,P3,sgn
SRR13525110,P3,sgn
SRR13525111,P3,sgn
SRR13525114,P3,sgn
SRR13525112,P3,sgn
SRR13525113,P3,sgn
SRR13525117,P3,sgn
SRR13525118,P3,sgn
SRR13525119,P3,sgn
SRR13525120,P3,sgn
SRR13525121,P3,sgn
SRR13525124,P3,sgn
SRR13525123,P3,sgn
SRR13525122,P3,sgn
SRR13525126,P3,sgn
SRR13525125,P3,sgn
SRR13525127,P3,sgn
SRR13525128,P3,sgn
SRR13525130,P3,sgn
SRR13525132,P3,sgn
SRR13525133,P3,sgn
SRR13525134,P3,sgn
SRR13525131,P3,sgn
SRR13525129,P3,sgn
SRR13525135,P3,sgn
SRR13525136,P3,sgn
SRR13525138,P3,sgn
SRR13525137,P3,sgn
SRR13525146,P3,sgn
SRR13525145,P3,sgn
SRR13525140,P3,sgn
SRR13525139,P3,sgn
SRR13525141,P3,sgn
SRR13525142,P3,sgn
SRR13525144,P3,sgn
SRR13525143,P3,sgn
SRR13525147,P3,sgn
SRR13525148,P3,sgn
SRR13525155,P3,sgn
SRR13525156,P3,sgn
SRR13525154,P3,sgn
SRR13525152,P3,sgn
SRR13525153,P3,sgn
SRR13525149,P3,sgn
SRR13525150,P3,sgn
SRR13525151,P3,sgn
SRR13525157,P3,sgn
SRR13525158,P3,sgn
SRR13525164,P3,sgn
SRR13525160,P3,sgn
SRR13525165,P3,sgn
SRR13525162,P3,sgn
SRR13525161,P3,sgn
SRR13525159,P3,sgn
SRR13525163,P3,sgn
SRR13525166,P3,sgn
SRR13525168,P3,sgn
SRR13525167,P3,sgn
SRR13525176,P3,sgn
SRR13525172,P3,sgn
SRR13525173,P3,sgn
SRR13525175,P3,sgn
SRR13525174,P3,sgn
SRR13525171,P3,sgn
SRR13525169,P3,sgn
SRR13525170,P3,sgn
SRR13525177,P3,sgn
SRR13525179,P3,sgn
SRR13525186,P3,sgn
SRR13525181,P3,sgn
SRR13525180,P3,sgn
SRR13525185,P3,sgn
SRR13525182,P3,sgn
SRR13525183,P3,sgn
SRR13525184,P3,sgn
SRR13525188,P3,sgn
SRR13525187,P3,sgn
SRR13525193,P3,sgn
SRR13525192,P3,sgn
SRR13525194,P3,sgn
SRR13525195,P3,sgn
SRR13525196,P3,sgn
SRR13525191,P3,sgn
SRR13525190,P3,sgn
SRR13525189,P3,sgn
SRR13525197,P3,sgn
SRR13525198,P3,sgn
SRR13525202,P3,sgn
SRR13525203,P3,sgn
SRR13525205,P3,sgn
SRR13525204,P3,sgn
SRR13525200,P3,sgn
SRR13525201,P3,sgn
SRR13525199,P3,sgn
SRR13525206,P3,sgn
SRR13525209,P3,sgn
SRR13525207,P3,sgn
SRR13525208,P3,sgn
SRR13525210,P3,sgn
SRR13525212,P3,sgn
SRR13525211,P3,sgn
SRR13525214,P3,sgn
SRR13525213,P3,sgn
SRR13525216,P3,sgn
SRR13525215,P3,sgn
SRR13525217,P3,sgn
SRR13525218,P3,sgn
SRR13525219,P3,sgn
SRR13525223,P3,sgn
SRR13525226,P3,sgn
SRR13525224,P3,sgn
SRR13525225,P3,sgn
SRR13525220,P3,sgn
SRR13525222,P3,sgn
SRR13525221,P3,sgn
SRR13525228,P3,sgn
SRR13525227,P3,sgn
SRR13525230,P3,sgn
SRR13525229,P3,sgn
SRR13525231,P3,sgn
SRR13525236,P3,sgn
SRR13525234,P3,sgn
SRR13525232,P3,sgn
SRR13525233,P3,sgn
SRR13525235,P3,sgn
SRR13525237,P3,sgn
SRR13525246,P3,sgn
SRR13525242,P3,sgn
SRR13525244,P3,sgn
SRR13525245,P3,sgn
SRR13525241,P3,sgn
SRR13525243,P3,sgn
SRR13525239,P3,sgn
SRR13525238,P3,sgn
SRR13525240,P3,sgn
SRR13525247,E16.5,sgn
SRR13525249,E16.5,sgn
SRR13525253,E16.5,sgn
SRR13525251,E16.5,sgn
SRR13525252,E16.5,sgn
SRR13525256,E16.5,sgn
SRR13525255,E16.5,sgn
SRR13525254,E16.5,sgn
SRR13525248,E16.5,sgn
SRR13525257,E16.5,sgn
SRR13525259,E16.5,sgn
SRR13525261,E16.5,sgn
SRR13525262,E16.5,sgn
SRR13525264,E16.5,sgn
SRR13525260,E16.5,sgn
SRR13525263,E16.5,sgn
SRR13525265,E16.5,sgn
SRR13525266,E16.5,sgn
SRR13525258,E16.5,sgn
SRR13525267,E16.5,sgn
SRR13525269,E16.5,sgn
SRR13525270,E16.5,sgn
SRR13525272,E16.5,sgn
SRR13525271,E16.5,sgn
SRR13525273,E16.5,sgn
SRR13525268,E16.5,sgn
SRR13525274,E16.5,sgn
SRR13525276,E16.5,sgn
SRR13525275,E16.5,sgn
SRR13525277,E16.5,sgn
SRR13525279,E16.5,sgn
SRR13525282,E16.5,sgn
SRR13525278,E16.5,sgn
SRR13525281,E16.5,sgn
SRR13525280,E16.5,sgn
SRR13525284,E16.5,sgn
SRR13525283,E16.5,sgn
SRR13525286,E16.5,sgn
SRR13525285,E16.5,sgn
SRR13525287,E16.5,sgn
SRR13525290,E16.5,sgn
SRR13525291,E16.5,sgn
SRR13525288,E16.5,sgn
SRR13525289,E16.5,sgn
SRR13525292,E16.5,sgn
SRR13525293,E16.5,sgn
SRR13525296,E16.5,sgn
SRR13525294,E16.5,sgn
SRR13525295,E16.5,sgn
SRR13525297,E16.5,sgn
SRR13525300,E16.5,sgn
SRR13525298,E16.5,sgn
SRR13525299,E16.5,sgn
SRR13525303,E16.5,sgn
SRR13525301,E16.5,sgn
SRR13525302,E16.5,sgn
SRR13525304,E16.5,sgn
SRR13525305,E16.5,sgn
SRR13525306,E16.5,sgn
SRR13525307,E16.5,sgn
SRR13525309,E16.5,sgn
SRR13525310,E16.5,sgn
SRR13525311,E16.5,sgn
SRR13525308,E16.5,sgn
SRR13525312,E16.5,sgn
SRR13525316,E16.5,sgn
SRR13525315,E16.5,sgn
SRR13525317,E16.5,sgn
SRR13525326,E16.5,sgn
SRR13525321,E16.5,sgn
SRR13525318,E16.5,sgn
SRR13525319,E16.5,sgn
SRR13525320,E16.5,sgn
SRR13525323,E16.5,sgn
SRR13525322,E16.5,sgn
SRR13525325,E16.5,sgn
SRR13525324,E16.5,sgn
SRR13525327,E16.5,sgn
SRR13525336,E16.5,sgn
SRR13525335,E16.5,sgn
SRR13525334,E16.5,sgn
SRR13525330,E16.5,sgn
SRR13525331,E16.5,sgn
SRR13525329,E16.5,sgn
SRR13525328,E16.5,sgn
SRR13525332,E16.5,sgn
SRR13525333,E16.5,sgn
SRR13525337,E16.5,sgn
SRR13525346,E16.5,sgn
SRR13525345,E16.5,sgn
SRR13525344,E16.5,sgn
SRR13525340,E16.5,sgn
SRR13525339,E16.5,sgn
SRR13525342,E16.5,sgn
SRR13525343,E16.5,sgn
SRR13525341,E16.5,sgn
SRR13525338,E16.5,sgn
SRR13525347,E16.5,sgn
SRR13525349,E16.5,sgn
SRR13525348,E16.5,sgn
SRR13525350,E16.5,sgn
SRR13525351,E16.5,sgn
SRR13525352,E16.5,sgn
SRR13525354,E16.5,sgn
SRR13525356,E16.5,sgn
SRR13525355,E16.5,sgn
SRR13525353,E16.5,sgn
SRR13525357,E16.5,sgn
SRR13525366,E16.5,sgn
SRR13525361,E16.5,sgn
SRR13525362,E16.5,sgn
SRR13525365,E16.5,sgn
SRR13525364,E16.5,sgn
SRR13525360,E16.5,sgn
SRR13525363,E16.5,sgn
SRR13525359,E16.5,sgn
SRR13525358,E16.5,sgn
SRR13525367,E16.5,sgn
SRR13525369,E16.5,sgn
SRR13525375,E16.5,sgn
SRR13525376,E16.5,sgn
SRR13525374,E16.5,sgn
SRR13525370,E16.5,sgn
SRR13525368,E16.5,sgn
SRR13525371,E16.5,sgn
SRR13525372,E16.5,sgn
SRR13525378,E16.5,sgn
SRR13525377,E16.5,sgn
SRR13525386,E16.5,sgn
SRR13525385,E16.5,sgn
SRR13525384,E16.5,sgn
SRR13525382,E16.5,sgn
SRR13525381,E16.5,sgn
SRR13525379,E16.5,sgn
SRR13525380,E16.5,sgn
SRR13525383,E16.5,sgn
SRR13525388,E16.5,sgn
SRR13525387,E16.5,sgn
SRR13525390,E16.5,sgn
SRR13525392,E18.5,sgn
SRR13525396,E18.5,sgn
SRR13525391,E18.5,sgn
SRR13525394,E18.5,sgn
SRR13525389,E16.5,sgn
SRR13525393,E18.5,sgn
SRR13525395,E18.5,sgn
SRR13525399,E18.5,sgn
SRR13525397,E18.5,sgn
SRR13525406,E18.5,sgn
SRR13525400,E18.5,sgn
SRR13525405,E18.5,sgn
SRR13525403,E18.5,sgn
SRR13525404,E18.5,sgn
SRR13525398,E18.5,sgn
SRR13525408,E18.5,sgn
SRR13525415,E18.5,sgn
SRR13525416,E18.5,sgn
SRR13525409,E18.5,sgn
SRR13525410,E18.5,sgn
SRR13525411,E18.5,sgn
SRR13525414,E18.5,sgn
SRR13525412,E18.5,sgn
SRR13525413,E18.5,sgn
SRR13525407,E18.5,sgn
SRR13525417,E18.5,sgn
SRR13525418,E18.5,sgn
SRR13525421,E18.5,sgn
SRR13525426,E18.5,sgn
SRR13525419,E18.5,sgn
SRR13525425,E18.5,sgn
SRR13525424,E18.5,sgn
SRR13525420,E18.5,sgn
SRR13525423,E18.5,sgn
SRR13525422,E18.5,sgn
SRR13525427,E18.5,sgn
SRR13525429,E18.5,sgn
SRR13525433,E18.5,sgn
SRR13525430,E18.5,sgn
SRR13525432,E18.5,sgn
SRR13525431,E18.5,sgn
SRR13525436,E18.5,sgn
SRR13525434,E18.5,sgn
SRR13525428,E18.5,sgn
SRR13525437,E18.5,sgn
SRR13525439,E18.5,sgn
SRR13525438,E18.5,sgn
SRR13525443,E18.5,sgn
SRR13525440,E18.5,sgn
SRR13525441,E18.5,sgn
SRR13525445,E18.5,sgn
SRR13525444,E18.5,sgn
SRR13525446,E18.5,sgn
SRR13525447,E18.5,sgn
SRR13525456,E18.5,sgn
SRR13525450,E18.5,sgn
SRR13525449,E18.5,sgn
SRR13525452,E18.5,sgn
SRR13525451,E18.5,sgn
SRR13525454,E18.5,sgn
SRR13525457,E18.5,sgn
SRR13525460,E18.5,sgn
SRR13525459,E18.5,sgn
SRR13525461,E18.5,sgn
SRR13525458,E18.5,sgn
SRR13525463,E18.5,sgn
SRR13525462,E18.5,sgn
SRR13525464,E18.5,sgn
SRR13525466,E18.5,sgn
SRR13525467,E18.5,sgn
SRR13525476,E18.5,sgn
SRR13525474,E18.5,sgn
SRR13525475,E18.5,sgn
SRR13525471,E18.5,sgn
SRR13525469,E18.5,sgn
SRR13525470,E18.5,sgn
SRR13525473,E18.5,sgn
SRR13525472,E18.5,sgn
SRR13525477,E18.5,sgn
SRR13525486,E18.5,sgn
SRR13525479,E18.5,sgn
SRR13525480,E18.5,sgn
SRR13525481,E18.5,sgn
SRR13525483,E18.5,sgn
SRR13525478,E18.5,sgn
SRR13525482,E18.5,sgn
SRR13525485,E18.5,sgn
SRR13525484,E18.5,sgn
SRR13525487,E18.5,sgn
SRR13525490,E18.5,sgn
SRR13525489,E18.5,sgn
SRR13525488,E18.5,sgn
SRR13525493,E18.5,sgn
SRR13525491,E18.5,sgn
SRR13525494,E18.5,sgn
SRR13525495,E18.5,sgn
SRR13525497,E18.5,sgn
SRR13525506,E18.5,sgn
SRR13525499,E18.5,sgn
SRR13525501,E18.5,sgn
SRR13525498,E18.5,sgn
SRR13525502,E18.5,sgn
SRR13525503,E18.5,sgn
SRR13525505,E18.5,sgn
SRR13525504,E18.5,sgn
SRR13525507,E18.5,sgn
SRR13525516,E18.5,sgn
SRR13525512,E18.5,sgn
SRR13525514,E18.5,sgn
SRR13525508,E18.5,sgn
SRR13525515,E18.5,sgn
SRR13525513,E18.5,sgn
SRR13525511,E18.5,sgn
SRR13525509,E18.5,sgn
SRR13525510,E18.5,sgn
SRR13525517,E18.5,sgn
SRR13525526,E18.5,sgn
SRR13525519,E18.5,sgn
SRR13525523,E18.5,sgn
SRR13525518,E18.5,sgn
SRR13525520,E18.5,sgn
SRR13525522,E18.5,sgn
SRR13525521,E18.5,sgn
SRR13525536,E18.5,sgn
SRR13525529,E18.5,sgn
SRR13525528,E18.5,sgn
SRR13525531,E18.5,sgn
SRR13525530,E18.5,sgn
SRR13525533,E18.5,sgn
SRR13525532,E18.5,sgn
SRR13525534,E18.5,sgn
SRR13525535,E18.5,sgn
SRR13525537,E18.5,sgn
SRR13525545,E18.5,sgn
SRR13525546,E18.5,sgn
SRR13525541,E18.5,sgn
SRR13525539,E18.5,sgn
SRR13525544,E18.5,sgn
SRR13525538,E18.5,sgn
SRR13525540,E18.5,sgn
SRR13525543,E18.5,sgn
SRR13525542,E18.5,sgn
SRR13525556,E18.5,sgn
SRR13525555,E18.5,sgn
SRR13525551,E18.5,sgn
SRR13525548,E18.5,sgn
SRR13525553,E18.5,sgn
SRR13525552,E18.5,sgn
SRR13525554,E18.5,sgn
SRR13525565,E18.5,sgn
SRR13525563,E18.5,sgn
SRR13525561,E18.5,sgn
SRR13525558,E18.5,sgn
SRR13525562,E18.5,sgn
SRR13525560,E18.5,sgn
SRR13525559,E18.5,sgn
SRR13525564,E18.5,sgn
SRR13525557,E18.5,sgn
